FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
path=1060150889/api=apps/v1/kadalu/DaemonSet/kadalu-csi-nodeplugin,Medium,Ingress and Egress blocked,1,1,0
path=3254021216/api=/v1/flux-system/ServiceAccount/credentials-sync,Medium,Automatic mapping of service account,1,1,0
path=3810630766/api=apps/v1/shifu-crd-system/Deployment/shifu-crd-controller-manager,Medium,Ingress and Egress blocked,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2901551493/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=726365914/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=4185596193/api=apps/v1/istio-system/Deployment/jaeger,High,Applications credentials in configuration files,1,1,0
path=4185596193/api=apps/v1/istio-system/Deployment/jaeger,Medium,Ingress and Egress blocked,1,1,0
path=2513862994/api=/v1/kadalu/ServiceAccount/kadalu-server-sa,Medium,Automatic mapping of service account,1,1,0
path=1627672910/api=/v1/litmus/ServiceAccount/litmus-server-account,Medium,Automatic mapping of service account,1,1,0
path=3583436445/api=apps/v1//Deployment/event-tracker,Medium,Ingress and Egress blocked,1,1,0
path=2774274857/api=apps/v1//Deployment/litmusportal-server,Medium,Ingress and Egress blocked,1,1,0
path=2161157914/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,Medium,Ingress and Egress blocked,1,1,0
path=4038726809/api=/v1/default/ServiceAccount/kubeshark-service-account,Medium,Automatic mapping of service account,1,1,0
path=1709606830/api=/v1/longhorn-system/ServiceAccount/longhorn-support-bundle,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=1596460488/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=2161478986/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=872314589/api=apps/v1/spire/Deployment/spire-server,Medium,Ingress and Egress blocked,1,1,0
path=913432190/api=apps/v1/kube-system/DaemonSet/csi-secrets-store,Medium,Ingress and Egress blocked,1,1,0
path=2512183099/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=1437838876/api=apps/v1/litmus/Deployment/chaos-exporter,Medium,Ingress and Egress blocked,1,1,0
path=2904424939/api=apps/v1//StatefulSet/nacos,Medium,Ingress and Egress blocked,1,1,0
path=872157357/api=apps/v1/istio-system/Deployment/skywalking-ui,Medium,Ingress and Egress blocked,1,1,0
path=1404216138/api=apps/v1/kubeeye-system/Deployment/kubescape,Medium,Ingress and Egress blocked,1,1,0
path=4196067357/api=/v1/kadalu/ServiceAccount/kadalu-csi-provisioner,Medium,Automatic mapping of service account,1,1,0
/webapp/ServiceAccount/reconciler/path=2510971744/api=rbac.authorization.k8s.io/v1/webapp/RoleBinding/reconciler/path=2561304601/api=rbac.authorization.k8s.io/v1/webapp/Role/reconciler,Medium,Administrative Roles,1,1,0
path=3118313562/api=apps/v1/kubeeye-system/Deployment/kubehunter,Medium,Ingress and Egress blocked,1,1,0
path=2316035159/api=apps/v1/sock-shop/Deployment/queue-master,Medium,Ingress and Egress blocked,1,1,0
path=1070580253/api=apps/v1//Deployment/argocd-repo-server,Medium,Ingress and Egress blocked,1,1,0
path=4179289738/api=/v1/kadalu/ServiceAccount/kadalu-server-sa,Medium,Automatic mapping of service account,1,1,0
path=3257950643/api=apps/v1/system/Deployment/controller-manager-v5,Medium,Ingress and Egress blocked,1,1,0
path=3257950643/api=apps/v1/system/Deployment/controller-manager-v5,Medium,Automatic mapping of service account,1,1,0
path=1701523052/api=apps/v1/monitoring/Deployment/prometheus-adapter,Medium,Ingress and Egress blocked,1,1,0
path=1062397170/api=apps/v1/kong/Deployment/ingress-kong,High,Applications credentials in configuration files,1,1,0
path=1062397170/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=4059227465/api=/v1/kube-system/ServiceAccount/seldon-spartakus-volunteer,Medium,Automatic mapping of service account,1,1,0
path=3480182429/api=apps/v1//Deployment/liveness-http,Medium,Ingress and Egress blocked,1,1,0
path=18059553/api=apps/v1//Deployment/reviews-v2,Medium,Ingress and Egress blocked,1,1,0
path=785824304/api=/v1/kubeeye-system/ServiceAccount/kubebench,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2769220058/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller/path=2901551493/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=2309529945/api=apps/v1//Deployment/reviews-v1,Medium,Ingress and Egress blocked,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=1596460488/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=905549350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=2545184780/api=/v1/system/ServiceAccount/controller-manager,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2769220058/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller/path=520872017/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=1562224775/api=/v1/monitoring/ConfigMap/litmus-grafana-dashboards,High,Applications credentials in configuration files,1,1,0
path=1884943014/api=batch/v1/kong/Job/kong-migrations,Medium,Ingress and Egress blocked,1,1,0
path=4258070731/api=apps/v1//Deployment/argo-rollouts-dashboard,Medium,Ingress and Egress blocked,1,1,0
path=1218967779/api=/v1/monitoring/ServiceAccount/grafana,Medium,Automatic mapping of service account,1,1,0
path=1978243855/api=apps/v1/secure/Deployment/backend,Medium,Ingress and Egress blocked,1,1,0
path=4045729302/api=apps/v1/default/Deployment/grafana-operator-controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=4045729302/api=apps/v1/default/Deployment/grafana-operator-controller-manager,Medium,Automatic mapping of service account,1,1,0
path=183890186/api=/v1//ConfigMap/credentials-sync-eventhub,High,Applications credentials in configuration files,1,1,0
path=2697238284/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=3744973926/api=apps/v1/sock-shop/Deployment/carts,Medium,Ingress and Egress blocked,1,1,0
path=378588295/api=/v1/default/ServiceAccount/reloader-reloader,Medium,Automatic mapping of service account,1,1,0
path=2467771582/api=apps/v1//Deployment/argo-rollouts,Medium,Ingress and Egress blocked,1,1,0
path=3650265737/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,High,Applications credentials in configuration files,1,1,0
path=3650265737/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,Medium,Ingress and Egress blocked,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2161478986/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller/path=2504249075/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=2827132057/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=2702487394/api=/v1/litmus/ServiceAccount/chaos-exporter,Medium,Automatic mapping of service account,1,1,0
path=708792035/api=/v1/default/ServiceAccount/grafana,Medium,Automatic mapping of service account,1,1,0
path=2297973044/api=/v1//ConfigMap/credentials-sync-eventhub,High,Applications credentials in configuration files,1,1,0
path=52565238/api=apps/v1/litmus/Deployment/litmusportal-server,Medium,Ingress and Egress blocked,1,1,0
path=52565238/api=apps/v1/litmus/Deployment/litmusportal-server,Medium,Automatic mapping of service account,1,1,0
path=885719569/api=apps/v1//Deployment/reviews-v3,Medium,Ingress and Egress blocked,1,1,0
path=1767248253/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1589769151/api=apps/v1/kuma-system/StatefulSet/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=4195054845/api=/v1/flux-system/ServiceAccount/credentials-sync,Medium,Automatic mapping of service account,1,1,0
path=762440689/api=apps/v1//Deployment/argo-rollouts,Medium,Ingress and Egress blocked,1,1,0
path=4114413333/api=apps/v1/istio-system/Deployment/zipkin,Medium,Ingress and Egress blocked,1,1,0
path=800758857/api=/v1/default/ServiceAccount/dubbo-admin,Medium,Automatic mapping of service account,1,1,0
path=2936402732/api=/v1/kubeeye-system/ServiceAccount/kubebench,Medium,Automatic mapping of service account,1,1,0
path=3066322054/api=apps/v1//Deployment/nfs-client-provisioner,Medium,Ingress and Egress blocked,1,1,0
path=197017542/api=apps/v1/flux-system/Deployment/credentials-sync,Medium,Ingress and Egress blocked,1,1,0
path=132611514/api=apps/v1/longhorn-system/Deployment/longhorn-driver-deployer,Medium,Ingress and Egress blocked,1,1,0
path=1849014799/api=apps/v1//Deployment/subscriber,Medium,Ingress and Egress blocked,1,1,0
path=1432515124/api=/v1//Pod/tie-breaker-pod,Medium,Ingress and Egress blocked,1,1,0
path=1644855195/api=/v1/argocd/ServiceAccount/argocd-redis-ha-haproxy,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2161478986/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller/path=2901551493/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=497429383/api=apps/v1/default/Deployment/nacos-operator,Medium,Ingress and Egress blocked,1,1,0
path=497429383/api=apps/v1/default/Deployment/nacos-operator,Medium,Automatic mapping of service account,1,1,0
path=1927357645/api=apps/v1/metallb-system/Deployment/controller,High,Applications credentials in configuration files,1,1,0
path=1927357645/api=apps/v1/metallb-system/Deployment/controller,Medium,Ingress and Egress blocked,1,1,0
path=3561617928/api=apps/v1//Deployment/reviews-v3,Medium,Ingress and Egress blocked,1,1,0
path=2974385292/api=apps/v1/sock-shop/Deployment/orders,Medium,Ingress and Egress blocked,1,1,0
path=1740876121/api=apps/v1//Deployment/tcp-echo,Medium,Ingress and Egress blocked,1,1,0
path=3456769107/api=apps/v1/monitoring/Deployment/kube-state-metrics,Medium,Ingress and Egress blocked,1,1,0
path=2449630313/api=apps/v1/litmus/Deployment/litmusportal-dex-server,Medium,Ingress and Egress blocked,1,1,0
path=2449630313/api=apps/v1/litmus/Deployment/litmusportal-dex-server,Medium,Automatic mapping of service account,1,1,0
path=1611534120/api=apps/v1/openshift-monitoring/Deployment/pyrra-kubernetes,Medium,Ingress and Egress blocked,1,1,0
path=2891931081/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1676893143/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=3611950785/api=apps/v1//Deployment/productpage-v1,Medium,Ingress and Egress blocked,1,1,0
path=92733565/api=apps/v1/argocd/StatefulSet/argocd-redis-ha-server,Medium,Ingress and Egress blocked,1,1,0
path=3082817076/api=/v1/monitoring/ServiceAccount/prometheus,Medium,Automatic mapping of service account,1,1,0
path=4110296546/api=/v1/member-namespace/ServiceAccount/mongodb-enterprise-database-pods,Medium,Automatic mapping of service account,1,1,0
path=1971218505/api=/v1/kong/ServiceAccount/kong-serviceaccount,Medium,Automatic mapping of service account,1,1,0
/monitoring/ServiceAccount/prometheus-k8s/path=3396943578/api=rbac.authorization.k8s.io/v1//ClusterRole/prometheus-k8s/path=4072369026/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/prometheus-k8s,Medium,Administrative Roles,1,1,0
path=1132277500/api=apps/v1/infra/Deployment/test-receiver,Medium,Ingress and Egress blocked,1,1,0
path=4254072877/api=apps/v1/kubeeye-system/Deployment/kubescape,Medium,Ingress and Egress blocked,1,1,0
path=2778504024/api=apps/v1/infra/Deployment/test-receiver,Medium,Ingress and Egress blocked,1,1,0
path=1865680097/api=/v1/deviceshifu/ServiceAccount/edgedevice-sa,Medium,Automatic mapping of service account,1,1,0
path=71406402/api=apps/v1/monitoring/Deployment/prometheus-deployment,Medium,Ingress and Egress blocked,1,1,0
path=2314136451/api=/v1/shifu-crd-system/ServiceAccount/shifu-crd-controller-manager,Medium,Automatic mapping of service account,1,1,0
path=405840558/api=/v1//ServiceAccount/litmus-namespace-scope,Medium,Automatic mapping of service account,1,1,0
path=595144883/api=/v1/monitoring/ServiceAccount/prometheus,Medium,Automatic mapping of service account,1,1,0
path=1303550424/api=/v1/kubeeye-system/ServiceAccount/kubescape,Medium,Automatic mapping of service account,1,1,0
path=258812633/api=apps/v1/kadalu/Deployment/operator,Medium,Ingress and Egress blocked,1,1,0
path=1643809721/api=apps/v1//Deployment/tcp-echo,Medium,Ingress and Egress blocked,1,1,0
path=403928253/api=apps/v1/kong/Deployment/ingress-kong,High,Applications credentials in configuration files,1,1,0
path=403928253/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=902497188/api=apps/v1//Deployment/reviews-v2,Medium,Ingress and Egress blocked,1,1,0
path=1455564043/api=apps/v1//Deployment/redis,Medium,Ingress and Egress blocked,1,1,0
path=3082011532/api=/v1/longhorn-system/ServiceAccount/longhorn-uninstall-service-account,Medium,Automatic mapping of service account,1,1,0
path=4187907739/api=/v1/mongodb/ServiceAccount/mongodb-enterprise-appdb,Medium,Automatic mapping of service account,1,1,0
path=311974693/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1323506733/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=4164725351/api=/v1//ConfigMap/nacos-cm,High,Applications credentials in configuration files,1,1,0
path=2927249201/api=/v1/monitoring/ServiceAccount/pyrra-api,Medium,Automatic mapping of service account,1,1,0
path=190066274/api=apps/v1//Deployment/httpbin,Medium,Ingress and Egress blocked,1,1,0
path=3951776652/api=/v1//Pod/sample-app-pod,Medium,Ingress and Egress blocked,1,1,0
path=361592414/api=/v1/monitoring/ServiceAccount/alertmanager-main,Medium,Automatic mapping of service account,1,1,0
path=3192694997/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=317271564/api=apps/v1/default/Deployment/kubeshark-hub,Medium,Automatic mapping of service account,1,1,0
path=2293487597/api=apps/v1/secure/Deployment/frontend,Medium,Ingress and Egress blocked,1,1,0
path=2293487597/api=apps/v1/secure/Deployment/frontend,Medium,Container hostPort,1,1,0
path=821824500/api=apps/v1/istio-system/Deployment/skywalking-oap,Medium,Ingress and Egress blocked,1,1,0
path=2554024944/api=/v1/flux-system/ServiceAccount/credentials-sync,Medium,Automatic mapping of service account,1,1,0
path=2739518821/api=apps/v1/infra/Deployment/test-receiver,Medium,Ingress and Egress blocked,1,1,0
path=1394212345/api=/v1/shifu-service/ServiceAccount/telemetry-service-sa,Medium,Automatic mapping of service account,1,1,0
path=115041995/api=/v1//ServiceAccount/event-tracker-sa,Medium,Automatic mapping of service account,1,1,0
path=4181502970/api=apps/v1//StatefulSet/nacos,Medium,Ingress and Egress blocked,1,1,0
path=636494244/api=apps/v1/default/Deployment/influxdb,Medium,Ingress and Egress blocked,1,1,0
path=3019691387/api=/v1/default/Pod/ray-client-tls,High,Applications credentials in configuration files,1,1,0
path=3019691387/api=/v1/default/Pod/ray-client-tls,Medium,Ingress and Egress blocked,1,1,0
path=1962410670/api=apps/v1/monitoring/Deployment/mysql-exporter,Medium,Ingress and Egress blocked,1,1,0
path=3440468122/api=apps/v1/kube-system/DaemonSet/csi-secrets-store-windows,Medium,Ingress and Egress blocked,1,1,0
path=580769480/api=apps/v1/kong/Deployment/proxy-kong,Medium,Ingress and Egress blocked,1,1,0
path=4061978738/api=/v1/webapp/ServiceAccount/webapp,Medium,Automatic mapping of service account,1,1,0
path=3824456816/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=3182560892/api=apps/v1//Deployment/dubbo-admin,Medium,Ingress and Egress blocked,1,1,0
path=1772667069/api=apps/v1//Deployment/details-v1,Medium,Ingress and Egress blocked,1,1,0
path=623001233/api=apps/v1/kube-system/DaemonSet/calico-node,Medium,Ingress and Egress blocked,1,1,0
path=623001233/api=apps/v1/kube-system/DaemonSet/calico-node,High,HostNetwork access,1,1,0
path=2621135420/api=/v1//ConfigMap/credentials-sync,High,Applications credentials in configuration files,1,1,0
path=3156466929/api=apps/v1/kube-system/Deployment/debug-driver,Medium,Ingress and Egress blocked,1,1,0
path=3461283179/api=/v1/monitoring/ServiceAccount/prometheus-adapter,Medium,Automatic mapping of service account,1,1,0
path=527054985/api=apps/v1//DaemonSet/longhorn-spdk-setup,Medium,Ingress and Egress blocked,1,1,0
path=527054985/api=apps/v1//DaemonSet/longhorn-spdk-setup,High,HostNetwork access,1,1,0
path=4057511932/api=apps/v1//Deployment/ext-authz,Medium,Ingress and Egress blocked,1,1,0
path=1953015555/api=apps/v1//Deployment/result,Medium,Ingress and Egress blocked,1,1,0
path=31153900/api=/v1//ServiceAccount/argo-chaos,Medium,Automatic mapping of service account,1,1,0
path=4069241574/api=/v1/mongodb/ServiceAccount/mongodb-enterprise-appdb,Medium,Automatic mapping of service account,1,1,0
path=1172838837/api=/v1/monitoring/ServiceAccount/pyrra-kubernetes,Medium,Automatic mapping of service account,1,1,0
path=460952047/api=apps/v1/sock-shop/Deployment/carts-db,Medium,Ingress and Egress blocked,1,1,0
path=2288838357/api=apps/v1/kubeeye-system/Deployment/kubeeye-controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=119822809/api=/v1/litmus/ServiceAccount/litmus-server-account,Medium,Automatic mapping of service account,1,1,0
path=1395365300/api=/v1//ConfigMap/nacos-cm,High,Applications credentials in configuration files,1,1,0
path=2413197280/api=/v1/kadalu/ServiceAccount/kadalu-csi-nodeplugin,Medium,Automatic mapping of service account,1,1,0
path=1258712387/api=apps/v1/litmus/Deployment/litmusportal-auth-server,High,Applications credentials in configuration files,1,1,0
path=1258712387/api=apps/v1/litmus/Deployment/litmusportal-auth-server,Medium,Ingress and Egress blocked,1,1,0
path=922023995/api=apps/v1/kube-system/Deployment/seldon-spartakus-volunteer,Medium,Ingress and Egress blocked,1,1,0
path=1450659005/api=apps/v1//Deployment/sleep,Medium,Ingress and Egress blocked,1,1,0
path=747735824/api=/v1//ConfigMap/credentials-sync,High,Applications credentials in configuration files,1,1,0
path=1418042926/api=apps/v1//Deployment/ambassador,Medium,Ingress and Egress blocked,1,1,0
path=326700280/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=2977413832/api=/v1/monitoring/ServiceAccount/alertmanager-main,Medium,Automatic mapping of service account,1,1,0
path=1563079798/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=1379691272/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=2074271917/api=apps/v1//Deployment/argocd-server,Medium,Ingress and Egress blocked,1,1,0
path=955641471/api=/v1//ServiceAccount/argo-chaos,Medium,Automatic mapping of service account,1,1,0
path=4218211153/api=/v1/flux-system/ServiceAccount/credentials-sync-eventhub,Medium,Automatic mapping of service account,1,1,0
path=3714702239/api=/v1/openshift-monitoring/ServiceAccount/pyrra-kubernetes,Medium,Automatic mapping of service account,1,1,0
path=1775533600/api=apps/v1/istio-system/Deployment/prometheus,Medium,Ingress and Egress blocked,1,1,0
path=3139689310/api=apps/v1/kube-system/DaemonSet/csi-secrets-store,Medium,Ingress and Egress blocked,1,1,0
path=1025153613/api=apps/v1//Deployment/httpbin,Medium,Ingress and Egress blocked,1,1,0
path=1673439229/api=apps/v1/shifu-service/Deployment/telemetryservice,Medium,Ingress and Egress blocked,1,1,0
path=951676568/api=apps/v1/kong/Deployment/ingress-kong,Medium,Ingress and Egress blocked,1,1,0
path=2267554548/api=/v1//ConfigMap/credentials-sync,High,Applications credentials in configuration files,1,1,0
path=3132344389/api=batch/v1/longhorn-system/Job/longhorn-uninstall,Medium,Ingress and Egress blocked,1,1,0
path=1626454731/api=apps/v1/monitoring-system/Deployment/vm-operator,Medium,Ingress and Egress blocked,1,1,0
path=216186677/api=batch/v1/litmus/Job/upgrade-agent,Medium,Ingress and Egress blocked,1,1,0
path=2183208121/api=apps/v1//Deployment/pgo,Medium,Ingress and Egress blocked,1,1,0
path=2902847494/api=apps/v1/kubeeye-system/Deployment/kubebench,Medium,Ingress and Egress blocked,1,1,0
path=3864458727/api=apps/v1/kong/Deployment/proxy-kong,Medium,Ingress and Egress blocked,1,1,0
path=1444832197/api=/v1/kadalu/ServiceAccount/kadalu-operator,Medium,Automatic mapping of service account,1,1,0
path=1564557684/api=apps/v1//StatefulSet/argocd-application-controller,Medium,Ingress and Egress blocked,1,1,0
path=924092321/api=apps/v1//Deployment/details-v1,Medium,Ingress and Egress blocked,1,1,0
path=2561874455/api=apps/v1/flux-system/Deployment/credentials-sync,Medium,Ingress and Egress blocked,1,1,0
path=3098960991/api=/v1/kube-system/ServiceAccount/calico-kube-controllers,Medium,Automatic mapping of service account,1,1,0
path=2666224663/api=apps/v1/echo-grpc/Deployment/echo-v1,Medium,Ingress and Egress blocked,1,1,0
path=3329520173/api=apps/v1//Deployment/jaeger-operator,Medium,Ingress and Egress blocked,1,1,0
path=710617971/api=apps/v1/webapp/Deployment/backend,Medium,Ingress and Egress blocked,1,1,0
path=2850992961/api=/v1/monitoring/ServiceAccount/pyrra-api,Medium,Automatic mapping of service account,1,1,0
path=1771689082/api=apps/v1//Deployment/kuberay-apiserver,Medium,Ingress and Egress blocked,1,1,0
path=3009308618/api=apps/v1//Deployment/litmusportal-frontend,Medium,Ingress and Egress blocked,1,1,0
path=3895737943/api=apps/v1//Deployment/kuberay-apiserver,High,Applications credentials in configuration files,1,1,0
path=3895737943/api=apps/v1//Deployment/kuberay-apiserver,Medium,Ingress and Egress blocked,1,1,0
path=1820361546/api=apps/v1/monitoring/Deployment/pyrra-api,Medium,Ingress and Egress blocked,1,1,0
path=756316131/api=apps/v1//Deployment/reviews-v1,Medium,Ingress and Egress blocked,1,1,0
path=1067973950/api=apps/v1/kuma-system/StatefulSet/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1665750585/api=/v1//ConfigMap/credentials-sync,High,Applications credentials in configuration files,1,1,0
path=3787585542/api=/v1//Pod/ray-pod,Medium,Ingress and Egress blocked,1,1,0
path=478349526/api=apps/v1//Deployment/jaeger-operator,Medium,Ingress and Egress blocked,1,1,0
path=3253253525/api=apps/v1//Deployment/ratings-v1,Medium,Ingress and Egress blocked,1,1,0
path=4174157411/api=/v1/version-checker/ServiceAccount/version-checker,Medium,Automatic mapping of service account,1,1,0
path=4095401643/api=/v1/kadalu/ServiceAccount/kadalu-operator,Medium,Automatic mapping of service account,1,1,0
path=4142537827/api=/v1/openshift-monitoring/ServiceAccount/pyrra-api,Medium,Automatic mapping of service account,1,1,0
path=3943168068/api=/v1//ServiceAccount/litmus-cluster-scope,Medium,Automatic mapping of service account,1,1,0
path=3762646449/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=244384848/api=apps/v1/shifu-crd-system/Deployment/shifu-crd-controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=862827187/api=apps/v1/monitoring/DaemonSet/node-exporter,Medium,Ingress and Egress blocked,1,1,0
path=862827187/api=apps/v1/monitoring/DaemonSet/node-exporter,High,HostNetwork access,1,1,0
path=862827187/api=apps/v1/monitoring/DaemonSet/node-exporter,Medium,Container hostPort,1,1,0
path=3804742530/api=apps/v1/sock-shop/Deployment/user,Medium,Ingress and Egress blocked,1,1,0
path=1763557260/api=apps/v1//Deployment/jaeger-operator,Medium,Ingress and Egress blocked,1,1,0
path=2356657129/api=apps/v1//Deployment/helloworld-v1,Medium,Ingress and Egress blocked,1,1,0
path=536100390/api=apps/v1/mongodb/Deployment/mongodb-enterprise-operator,Medium,Ingress and Egress blocked,1,1,0
path=1731795672/api=apps/v1//Deployment/chaos-operator-ce,Medium,Ingress and Egress blocked,1,1,0
path=2031479538/api=apps/v1//Deployment/argo-rollouts,Medium,Ingress and Egress blocked,1,1,0
path=2732416488/api=apps/v1//Deployment/jwt-server,Medium,Ingress and Egress blocked,1,1,0
path=3829859218/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=2019084531/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1428054578/api=/v1/kadalu/ServiceAccount/kadalu-csi-nodeplugin,Medium,Automatic mapping of service account,1,1,0
path=4038337910/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=4038337910/api=apps/v1/system/Deployment/controller-manager,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=1596460488/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=2769220058/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=1172268176/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=545038163/api=/v1/monitoring/ServiceAccount/kube-state-metrics,Medium,Automatic mapping of service account,1,1,0
path=3546541277/api=apps/v1/monitoring/Deployment/prometheus-blackbox-exporter,Medium,Ingress and Egress blocked,1,1,0
path=2251324692/api=/v1/flux-system/ServiceAccount/credentials-sync-eventhub,Medium,Automatic mapping of service account,1,1,0
path=95506668/api=apps/v1//Deployment/details-v1,Medium,Ingress and Egress blocked,1,1,0
path=1160984002/api=apps/v1//Deployment/ratings-v1,Medium,Ingress and Egress blocked,1,1,0
path=3310591910/api=apps/v1//Deployment/opentelemetry-collector,Medium,Ingress and Egress blocked,1,1,0
path=2921844343/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1137787126/api=apps/v1//Deployment/argocd-image-updater,Medium,Ingress and Egress blocked,1,1,0
path=4207712649/api=apps/v1/version-checker/Deployment/version-checker,Medium,Ingress and Egress blocked,1,1,0
path=2714391696/api=apps/v1//Deployment/details-v1,Medium,Ingress and Egress blocked,1,1,0
path=1883517697/api=/v1/default/ServiceAccount/reloader-reloader,Medium,Automatic mapping of service account,1,1,0
path=19010000/api=apps/v1/litmus/Deployment/litmusportal-auth-server,High,Applications credentials in configuration files,1,1,0
path=19010000/api=apps/v1/litmus/Deployment/litmusportal-auth-server,Medium,Ingress and Egress blocked,1,1,0
path=3726197975/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=4264710366/api=/v1/secure/ServiceAccount/secure,Medium,Automatic mapping of service account,1,1,0
path=931777493/api=/v1/default/ServiceAccount/grafana-operator-controller-manager,Medium,Automatic mapping of service account,1,1,0
path=3864737450/api=apps/v1/kube-system/DaemonSet/node-problem-detector,Medium,Ingress and Egress blocked,1,1,0
path=238945551/api=/v1/istio-system/ServiceAccount/grafana,Medium,Automatic mapping of service account,1,1,0
path=2902132203/api=/v1//ConfigMap/config,High,Applications credentials in configuration files,1,1,0
path=1450516353/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=1721521390/api=apps/v1/flux-system/Deployment/credentials-sync,Medium,Ingress and Egress blocked,1,1,0
path=534581454/api=/v1/mongodb/ServiceAccount/mongodb-enterprise-operator,Medium,Automatic mapping of service account,1,1,0
path=2420554118/api=apps/v1/monitoring/Deployment/pyrra-kubernetes,Medium,Ingress and Egress blocked,1,1,0
path=711859739/api=apps/v1/kube-system/DaemonSet/csi-secrets-store-windows,Medium,Ingress and Egress blocked,1,1,0
path=1949462418/api=apps/v1//Deployment/vote,Medium,Ingress and Egress blocked,1,1,0
